month,day,hour,dni_w_m2
2,16,10.0,591.8
2,16,11.0,175.18
2,16,12.0,435.98
2,16,13.0,1063.79
2,16,14.0,852.2
2,16,15.0,612.78
2,16,16.0,725.78
2,16,17.0,0.0
2,16,18.0,0.0
2,16,19.0,-0.0
2,16,20.0,-0.0
2,16,21.0,-0.0
2,16,22.0,-0.0
2,16,23.0,-0.0
2,17,0.0,-0.0
2,17,1.0,-0.0
2,17,2.0,-0.0
2,17,3.0,-0.0
2,17,4.0,-0.0
2,17,5.0,-0.0
2,17,6.0,-0.0
2,17,7.0,0.0
2,17,8.0,0.0
2,17,9.0,1.67
2,17,10.0,23.06
2,17,11.0,43.79
2,17,12.0,65.89
2,17,13.0,319.67
2,17,14.0,524.71
2,17,15.0,660.47
2,17,16.0,808.08
2,17,17.0,140.66
2,17,18.0,0.0
2,17,19.0,-0.0
2,17,20.0,-0.0
2,17,21.0,-0.0
2,17,22.0,-0.0
2,17,23.0,-0.0
2,18,0.0,-0.0
2,18,1.0,-0.0
2,18,2.0,-0.0
2,18,3.0,-0.0
2,18,4.0,-0.0
2,18,5.0,-0.0
2,18,6.0,-0.0
2,18,7.0,0.0
2,18,8.0,32.0
2,18,9.0,174.2
2,18,10.0,166.5
2,18,11.0,116.01
2,18,12.0,510.77
2,18,13.0,635.22
2,18,14.0,147.17
2,18,15.0,212.47
2,18,16.0,88.13
2,18,17.0,2.31
2,18,18.0,0.0
2,18,19.0,-0.0
2,18,20.0,-0.0
2,18,21.0,-0.0
2,18,22.0,-0.0
2,18,23.0,-0.0
2,19,0.0,-0.0
2,19,1.0,-0.0
2,19,2.0,-0.0
2,19,3.0,-0.0
2,19,4.0,-0.0
2,19,5.0,-0.0
2,19,6.0,-0.0
2,19,7.0,0.0
2,19,8.0,218.9
2,19,9.0,264.7
2,19,10.0,71.72
2,19,11.0,82.07
2,19,12.0,404.29
2,19,13.0,761.77
2,19,14.0,706.0
2,19,15.0,233.29
2,19,16.0,60.34
2,19,17.0,20.83
2,19,18.0,31.44
2,19,19.0,-0.0
2,19,20.0,-0.0
2,19,21.0,-0.0
2,19,22.0,-0.0
2,19,23.0,-0.0
2,20,0.0,-0.0
2,20,1.0,-0.0
2,20,2.0,-0.0
2,20,3.0,-0.0
2,20,4.0,-0.0
2,20,5.0,-0.0
2,20,6.0,-0.0
2,20,7.0,0.0
2,20,8.0,0.0
2,20,9.0,0.0
2,20,10.0,0.0
2,20,11.0,0.0
2,20,12.0,0.0
2,20,13.0,0.0
2,20,14.0,170.65
2,20,15.0,200.38
2,20,16.0,520.34
2,20,17.0,380.28
2,20,18.0,100.19
2,20,19.0,-0.0
2,20,20.0,-0.0
2,20,21.0,-0.0
2,20,22.0,-0.0
2,20,23.0,-0.0
2,21,0.0,-0.0
2,21,1.0,-0.0
2,21,2.0,-0.0
2,21,3.0,-0.0
2,21,4.0,-0.0
2,21,5.0,-0.0
2,21,6.0,-0.0
2,21,7.0,351.88
2,21,8.0,264.75
2,21,9.0,499.42
2,21,10.0,699.16
2,21,11.0,935.31
2,21,12.0,939.01
2,21,13.0,1082.22
2,21,14.0,682.67
2,21,15.0,508.5
2,21,16.0,513.1
2,21,17.0,597.23
2,21,18.0,127.4
2,21,19.0,-0.0
2,21,20.0,-0.0
2,21,21.0,-0.0
2,21,22.0,-0.0
2,21,23.0,-0.0
2,22,0.0,-0.0
2,22,1.0,-0.0
2,22,2.0,-0.0
2,22,3.0,-0.0
2,22,4.0,-0.0
2,22,5.0,-0.0
2,22,6.0,-0.0
2,22,7.0,70.68
2,22,8.0,173.96
2,22,9.0,164.26
2,22,10.0,343.15
2,22,11.0,651.9
2,22,12.0,613.79
2,22,13.0,628.03
2,22,14.0,0.0
2,22,15.0,0.0
2,22,16.0,0.0
2,22,17.0,0.0
2,22,18.0,0.0
2,22,19.0,-0.0
2,22,20.0,-0.0
2,22,21.0,-0.0
2,22,22.0,-0.0
2,22,23.0,-0.0
2,23,0.0,-0.0
2,23,1.0,-0.0
2,23,2.0,-0.0
2,23,3.0,-0.0
2,23,4.0,-0.0
2,23,5.0,-0.0
2,23,6.0,-0.0
2,23,7.0,15.77
2,23,8.0,417.8
2,23,9.0,549.85
2,23,10.0,898.8
2,23,11.0,907.75
2,23,12.0,741.36
2,23,13.0,78.38
2,23,14.0,48.02
2,23,15.0,4.89
2,23,16.0,0.0
2,23,17.0,4.67
2,23,18.0,0.0
2,23,19.0,-0.0
2,23,20.0,-0.0
2,23,21.0,-0.0
2,23,22.0,-0.0
2,23,23.0,-0.0
2,24,0.0,-0.0
2,24,1.0,-0.0
2,24,2.0,-0.0
2,24,3.0,-0.0
2,24,4.0,-0.0
2,24,5.0,-0.0
2,24,6.0,-0.0
2,24,7.0,189.97
2,24,8.0,423.43
2,24,9.0,831.56
2,24,10.0,812.96
2,24,11.0,428.68
2,24,12.0,428.4
2,24,13.0,655.26
2,24,14.0,197.48
2,24,15.0,0.0
2,24,16.0,491.59
2,24,17.0,2.34
2,24,18.0,0.0
2,24,19.0,-0.0
2,24,20.0,-0.0
2,24,21.0,-0.0
2,24,22.0,-0.0
2,24,23.0,-0.0
2,25,0.0,-0.0
2,25,1.0,-0.0
2,25,2.0,-0.0
2,25,3.0,-0.0
2,25,4.0,-0.0
2,25,5.0,-0.0
2,25,6.0,-0.0
2,25,7.0,87.38
2,25,8.0,155.53
2,25,9.0,1.68
2,25,10.0,0.0
2,25,11.0,0.0
2,25,12.0,0.0
2,25,13.0,2.01
2,25,14.0,0.0
2,25,15.0,0.0
2,25,16.0,3.12
2,25,17.0,0.0
2,25,18.0,0.0
2,25,19.0,-0.0
2,25,20.0,-0.0
2,25,21.0,-0.0
2,25,22.0,-0.0
2,25,23.0,-0.0
2,26,0.0,-0.0
2,26,1.0,-0.0
2,26,2.0,-0.0
2,26,3.0,-0.0
2,26,4.0,-0.0
2,26,5.0,-0.0
2,26,6.0,-0.0
2,26,7.0,0.0
2,26,8.0,5.37
2,26,9.0,40.24
2,26,10.0,71.69
2,26,11.0,78.73
2,26,12.0,173.19
2,26,13.0,179.96
2,26,14.0,417.72
2,26,15.0,206.04
2,26,16.0,24.96
2,26,17.0,141.3
2,26,18.0,386.37
2,26,19.0,-0.0
2,26,20.0,-0.0
2,26,21.0,-0.0
2,26,22.0,-0.0
2,26,23.0,-0.0
2,27,0.0,-0.0
2,27,1.0,-0.0
2,27,2.0,-0.0
2,27,3.0,-0.0
2,27,4.0,-0.0
2,27,5.0,-0.0
2,27,6.0,-0.0
2,27,7.0,79.93
2,27,8.0,2.68
2,27,9.0,0.0
2,27,10.0,1.28
2,27,11.0,33.9
2,27,12.0,179.28
2,27,13.0,762.23
2,27,14.0,369.83
2,27,15.0,79.79
2,27,16.0,0.0
2,27,17.0,0.0
2,27,18.0,0.0
2,27,19.0,-0.0
2,27,20.0,-0.0
2,27,21.0,-0.0
2,27,22.0,-0.0
2,27,23.0,-0.0
2,28,0.0,-0.0
2,28,1.0,-0.0
2,28,2.0,-0.0
2,28,3.0,-0.0
2,28,4.0,-0.0
2,28,5.0,-0.0
2,28,6.0,-0.0
2,28,7.0,24.04
2,28,8.0,0.0
2,28,9.0,0.0
2,28,10.0,0.0
2,28,11.0,0.0
2,28,12.0,0.0
2,28,13.0,0.0
2,28,14.0,0.0
2,28,15.0,0.0
2,28,16.0,103.32
2,28,17.0,139.84
2,28,18.0,0.0
2,28,19.0,-0.0
2,28,20.0,-0.0
2,29,21.0,-0.0
2,29,22.0,-0.0
2,29,23.0,-0.0
3,1,0.0,-0.0
3,1,1.0,-0.0
3,1,2.0,-0.0
3,1,3.0,-0.0
3,1,4.0,-0.0
3,1,5.0,-0.0
3,1,6.0,-0.0
3,1,7.0,225.47
3,1,8.0,720.09
3,1,9.0,816.72
3,1,10.0,913.92
3,1,11.0,977.63
3,1,12.0,568.49
3,1,13.0,522.43
3,1,14.0,688.57
3,1,15.0,0.0
3,1,16.0,182.27
3,1,17.0,83.55
3,1,18.0,189.28
3,1,19.0,-0.0
3,1,20.0,-0.0
3,1,21.0,-0.0
3,1,22.0,-0.0
3,1,23.0,-0.0
3,2,0.0,-0.0
3,2,1.0,-0.0
3,2,2.0,-0.0
3,2,3.0,-0.0
3,2,4.0,-0.0
3,2,5.0,-0.0
3,2,6.0,-0.0
3,2,7.0,121.02
3,2,8.0,182.75
3,2,9.0,513.18
3,2,10.0,770.56
3,2,11.0,857.42
3,2,12.0,454.09
3,2,13.0,276.94
3,2,14.0,0.0
3,2,15.0,0.0
3,2,16.0,0.0
3,2,17.0,0.0
3,2,18.0,0.0
3,2,19.0,-0.0
3,2,20.0,-0.0
3,2,21.0,-0.0
3,2,22.0,-0.0
3,2,23.0,-0.0
3,3,0.0,-0.0
3,3,1.0,-0.0
3,3,2.0,-0.0
3,3,3.0,-0.0
3,3,4.0,-0.0
3,3,5.0,-0.0
3,3,6.0,-0.0
3,3,7.0,210.14
3,3,8.0,77.95
3,3,9.0,135.84
3,3,10.0,67.84
3,3,11.0,21.88
3,3,12.0,118.62
3,3,13.0,301.26
3,3,14.0,366.81
3,3,15.0,377.77
3,3,16.0,593.26
3,3,17.0,28.87
3,3,18.0,0.0
3,3,19.0,-0.0
3,3,20.0,-0.0
3,3,21.0,-0.0
3,3,22.0,-0.0
3,3,23.0,-0.0
3,4,0.0,-0.0
3,4,1.0,-0.0
3,4,2.0,-0.0
3,4,3.0,-0.0
3,4,4.0,-0.0
3,4,5.0,-0.0
3,4,6.0,-0.0
3,4,7.0,0.0
3,4,8.0,0.0
3,4,9.0,130.81
3,4,10.0,576.04
3,4,11.0,508.68
3,4,12.0,605.47
3,4,13.0,606.88
3,4,14.0,312.39
3,4,15.0,252.2
3,4,16.0,420.64
3,4,17.0,258.46
3,4,18.0,160.09
3,4,19.0,-0.0
3,4,20.0,-0.0
3,4,21.0,-0.0
3,4,22.0,-0.0
3,4,23.0,-0.0
3,5,0.0,-0.0
3,5,1.0,-0.0
3,5,2.0,-0.0
3,5,3.0,-0.0
3,5,4.0,-0.0
3,5,5.0,-0.0
3,5,6.0,-0.0
3,5,7.0,64.84
3,5,8.0,561.96
3,5,9.0,95.6
3,5,10.0,754.02
3,5,11.0,0.0
3,5,12.0,68.99
3,5,13.0,0.0
3,5,14.0,0.0
3,5,15.0,0.0
3,5,16.0,0.0
3,5,17.0,0.0
3,5,18.0,0.0
3,5,19.0,-0.0
3,5,20.0,-0.0
3,5,21.0,-0.0
3,5,22.0,-0.0
3,5,23.0,-0.0
3,6,0.0,-0.0
3,6,1.0,-0.0
3,6,2.0,-0.0
3,6,3.0,-0.0
3,6,4.0,-0.0
3,6,5.0,-0.0
3,6,6.0,-0.0
3,6,7.0,0.0
3,6,8.0,24.2
3,6,9.0,1.68
3,6,10.0,110.1
3,6,11.0,24.08
3,6,12.0,154.27
3,6,13.0,698.49
3,6,14.0,794.85
3,6,15.0,368.27
3,6,16.0,259.0
3,6,17.0,107.21
3,6,18.0,0.0
3,6,19.0,-0.0
3,6,20.0,-0.0
3,6,21.0,-0.0
3,6,22.0,-0.0
3,6,23.0,-0.0
3,7,0.0,-0.0
3,7,1.0,-0.0
3,7,2.0,-0.0
3,7,3.0,-0.0
3,7,4.0,-0.0
3,7,5.0,-0.0
3,7,6.0,-0.0
3,7,7.0,16.24
3,7,8.0,53.78
3,7,9.0,45.28
3,7,10.0,57.62
3,7,11.0,51.45
3,7,12.0,138.09
3,7,13.0,160.6
3,7,14.0,593.28
3,7,15.0,466.98
3,7,16.0,36.64
3,7,17.0,0.0
3,7,18.0,0.0
3,7,19.0,-0.0
3,7,20.0,-0.0
3,7,21.0,-0.0
3,7,22.0,-0.0
3,7,23.0,-0.0
3,8,0.0,-0.0
3,8,1.0,-0.0
3,8,2.0,-0.0
3,8,3.0,-0.0
3,8,4.0,-0.0
3,8,5.0,-0.0
3,8,6.0,-0.0
3,8,7.0,219.39
3,8,8.0,16.14
3,8,9.0,33.54
3,8,10.0,171.6
3,8,11.0,615.36
3,8,12.0,343.37
3,8,13.0,411.42
3,8,14.0,38.81
3,8,15.0,190.34
3,8,16.0,281.11
3,8,17.0,656.6
3,8,18.0,18.7
3,8,19.0,-0.0
3,8,20.0,-0.0
3,8,21.0,-0.0
3,8,22.0,-0.0
3,8,23.0,-0.0
3,9,0.0,-0.0
3,9,1.0,-0.0
3,9,2.0,-0.0
3,9,3.0,-0.0
3,9,4.0,-0.0
3,9,5.0,-0.0
3,9,6.0,-0.0
3,9,7.0,16.26
3,9,8.0,45.72
3,9,9.0,161.02
3,9,10.0,0.0
3,9,11.0,0.0
3,9,12.0,76.23
3,9,13.0,109.26
3,9,14.0,106.84
3,9,15.0,89.73
3,9,16.0,48.05
3,9,17.0,2.47
3,9,18.0,0.0
3,9,19.0,-0.0
3,9,20.0,-0.0
3,9,21.0,-0.0
3,9,22.0,-0.0
3,9,23.0,-0.0
3,10,0.0,-0.0
3,10,1.0,-0.0
3,10,2.0,-0.0
3,10,3.0,-0.0
3,10,4.0,-0.0
3,10,5.0,-0.0
3,10,6.0,-0.0
3,10,7.0,48.79
3,10,8.0,215.13
3,10,9.0,298.56
3,10,10.0,89.67
3,10,11.0,74.51
3,10,12.0,615.3
3,10,13.0,941.67
3,10,14.0,605.13
3,10,15.0,932.67
3,10,16.0,795.03
3,10,17.0,417.24
3,10,18.0,371.79
3,10,19.0,-0.0
3,10,20.0,-0.0
3,10,21.0,-0.0
3,10,22.0,-0.0
3,10,23.0,-0.0
3,11,0.0,-0.0
3,11,1.0,-0.0
3,11,2.0,-0.0
3,11,3.0,-0.0
3,11,4.0,-0.0
3,11,5.0,-0.0
3,11,6.0,-0.0
3,11,7.0,0.0
3,11,8.0,21.51
3,11,9.0,18.45
3,11,10.0,52.53
3,11,11.0,5.48
3,11,12.0,0.0
3,11,13.0,39.53
3,11,14.0,0.0
3,11,15.0,0.0
3,11,16.0,0.0
3,11,17.0,0.0
3,11,18.0,0.0
3,11,19.0,-0.0
3,11,20.0,-0.0
3,11,21.0,-0.0
3,11,22.0,-0.0
3,11,23.0,-0.0
3,12,0.0,-0.0
3,12,1.0,-0.0
3,12,2.0,-0.0
3,12,3.0,-0.0
3,12,4.0,-0.0
3,12,5.0,-0.0
3,12,6.0,-0.0
3,12,7.0,73.19
3,12,8.0,26.89
3,12,9.0,45.29
3,12,10.0,70.49
3,12,11.0,191.9
3,12,12.0,113.04
3,12,13.0,371.3
3,12,14.0,904.74
3,12,15.0,0.0
3,12,16.0,0.0
3,12,17.0,0.0
3,12,18.0,66.03
3,12,19.0,-0.0
3,12,20.0,-0.0
3,12,21.0,-0.0
3,12,22.0,-0.0
3,12,23.0,-0.0
3,13,0.0,-0.0
3,13,1.0,-0.0
3,13,2.0,-0.0
3,13,3.0,-0.0
3,13,4.0,-0.0
3,13,5.0,-0.0
3,13,6.0,-0.0
3,13,7.0,0.0
3,13,8.0,29.57
3,13,9.0,35.23
3,13,10.0,3.85
3,13,11.0,218.32
3,13,12.0,552.34
3,13,13.0,552.44
3,13,14.0,106.34
3,13,15.0,288.89
3,13,16.0,359.81
3,13,17.0,0.0
3,13,18.0,0.0
3,13,19.0,-0.0
3,13,20.0,-0.0
3,13,21.0,-0.0
3,13,22.0,-0.0
3,13,23.0,-0.0
3,14,0.0,-0.0
3,14,1.0,-0.0
3,14,2.0,-0.0
3,14,3.0,-0.0
3,14,4.0,-0.0
3,14,5.0,-0.0
3,14,6.0,-0.0
3,14,7.0,0.0
3,14,8.0,174.74
3,14,9.0,226.51
3,14,10.0,182.08
3,14,11.0,155.87
3,14,12.0,735.32
3,14,13.0,418.85
3,14,14.0,590.1
3,14,15.0,624.33
3,14,16.0,0.0
3,14,17.0,0.0
3,14,18.0,0.0
3,14,19.0,-0.0
3,14,20.0,-0.0
3,14,21.0,-0.0
3,14,22.0,-0.0
3,14,23.0,-0.0
3,15,0.0,-0.0
3,15,1.0,-0.0
3,15,2.0,-0.0
3,15,3.0,-0.0
3,15,4.0,-0.0
3,15,5.0,-0.0
3,15,6.0,-0.0
3,15,7.0,0.0
3,15,8.0,2.69
3,15,9.0,0.0
3,15,10.0,0.0
3,15,11.0,0.0
3,15,12.0,0.0
3,15,13.0,0.0
3,15,14.0,0.0
3,15,15.0,0.0
3,15,16.0,0.0
3,15,17.0,0.0
3,15,18.0,0.0
3,15,19.0,-0.0
3,15,20.0,-0.0
3,15,21.0,-0.0
3,15,22.0,-0.0
3,15,23.0,-0.0
3,16,0.0,-0.0
3,16,1.0,-0.0
3,16,2.0,-0.0
3,16,3.0,-0.0
3,16,4.0,-0.0
3,16,5.0,-0.0
3,16,6.0,-0.0
3,16,7.0,73.08
3,16,8.0,5.38
3,16,9.0,60.42
3,16,10.0,334.9
3,16,11.0,916.5
3,16,12.0,971.51
3,16,13.0,819.26
3,16,14.0,679.21
3,16,15.0,648.64
3,16,16.0,242.26
3,16,17.0,248.99
3,16,18.0,0.0
3,16,19.0,-0.0
3,16,20.0,-0.0
3,16,21.0,-0.0
3,16,22.0,-0.0
3,16,23.0,-0.0
3,17,0.0,-0.0
3,17,1.0,-0.0
3,17,2.0,-0.0
3,17,3.0,-0.0
3,17,4.0,-0.0
3,17,5.0,-0.0
3,17,6.0,-0.0
3,17,7.0,332.7
3,17,8.0,626.22
3,17,9.0,750.31
3,17,10.0,888.29
3,17,11.0,563.01
3,17,12.0,734.15
3,17,13.0,786.61
3,17,14.0,771.0
3,17,15.0,780.7
3,17,16.0,785.16
3,17,17.0,389.92
3,17,18.0,172.0
3,17,19.0,-0.0
3,17,20.0,-0.0
3,17,21.0,-0.0
3,17,22.0,-0.0
3,17,23.0,-0.0
3,18,0.0,-0.0
3,18,1.0,-0.0
3,18,2.0,-0.0
3,18,3.0,-0.0
3,18,4.0,-0.0
3,18,5.0,-0.0
3,18,6.0,-0.0
3,18,7.0,137.84
3,18,8.0,491.8
3,18,9.0,611.11
3,18,10.0,762.82
3,18,11.0,470.96
3,18,12.0,359.24
3,18,13.0,704.89
3,18,14.0,801.89
3,18,15.0,459.9
3,18,16.0,420.35
3,18,17.0,324.75
3,18,18.0,7.3
3,18,19.0,-0.0
3,18,20.0,-0.0
3,18,21.0,-0.0
3,18,22.0,-0.0
3,18,23.0,-0.0
3,19,0.0,-0.0
3,19,1.0,-0.0
3,19,2.0,-0.0
3,19,3.0,-0.0
3,19,4.0,-0.0
3,19,5.0,-0.0
3,19,6.0,-0.0
3,19,7.0,16.2
3,19,8.0,225.73
3,19,9.0,354.32
3,19,10.0,479.23
3,19,11.0,9.91
3,19,12.0,95.28
3,19,13.0,25.57
3,19,14.0,0.0
3,19,15.0,620.25
3,19,16.0,0.0
3,19,17.0,0.0
3,19,18.0,0.0
3,19,19.0,-0.0
3,19,20.0,-0.0
3,19,21.0,-0.0
3,19,22.0,-0.0
3,19,23.0,-0.0
3,20,0.0,-0.0
3,20,1.0,-0.0
3,20,2.0,-0.0
3,20,3.0,-0.0
3,20,4.0,-0.0
3,20,5.0,-0.0
3,20,6.0,-0.0
3,20,7.0,161.89
3,20,8.0,591.16
3,20,9.0,693.71
3,20,10.0,853.55
3,20,11.0,830.9
3,20,12.0,784.56
3,20,13.0,297.07
3,20,14.0,1032.13
3,20,15.0,823.58
3,20,16.0,611.11
3,20,17.0,257.82
3,20,18.0,0.0
3,20,19.0,-0.0
3,20,20.0,-0.0
3,20,21.0,-0.0
3,20,22.0,-0.0
3,20,23.0,-0.0
3,21,0.0,-0.0
3,21,1.0,-0.0
3,21,2.0,-0.0
3,21,3.0,-0.0
3,21,4.0,-0.0
3,21,5.0,-0.0
3,21,6.0,-0.0
3,21,7.0,0.0
3,21,8.0,0.0
3,21,9.0,586.38
3,21,10.0,775.56
3,21,11.0,895.54
3,21,12.0,597.54
3,21,13.0,622.71
3,21,14.0,369.64
3,21,15.0,170.27
3,21,16.0,0.0
3,21,17.0,0.0
3,21,18.0,0.0
3,21,19.0,-0.0
3,21,20.0,-0.0
3,21,21.0,-0.0
3,21,22.0,-0.0
3,21,23.0,-0.0
3,22,0.0,-0.0
3,22,1.0,-0.0
3,22,2.0,-0.0
3,22,3.0,-0.0
3,22,4.0,-0.0
3,22,5.0,-0.0
3,22,6.0,-0.0
3,22,7.0,0.0
3,22,8.0,37.62
3,22,9.0,95.8
3,22,10.0,378.35
3,22,11.0,251.67
3,22,12.0,863.42
3,22,13.0,896.94
3,22,14.0,701.07
3,22,15.0,605.88
3,22,16.0,706.18
3,22,17.0,106.61
3,22,18.0,0.0
3,22,19.0,-0.0
3,22,20.0,-0.0
3,22,21.0,-0.0
3,22,22.0,-0.0
3,22,23.0,-0.0
3,23,0.0,-0.0
3,23,1.0,-0.0
3,23,2.0,-0.0
3,23,3.0,-0.0
3,23,4.0,-0.0
3,23,5.0,-0.0
3,23,6.0,-0.0
3,23,7.0,0.0
3,23,8.0,24.18
3,23,9.0,0.0
3,23,10.0,0.0
3,23,11.0,468.44
3,23,12.0,982.8
3,23,13.0,1018.74
3,23,14.0,596.46
3,23,15.0,342.38
3,23,16.0,211.68
3,23,17.0,0.0
3,23,18.0,0.0
3,23,19.0,-0.0
3,23,20.0,-0.0
3,23,21.0,-0.0
3,23,22.0,-0.0
3,23,23.0,-0.0
3,24,0.0,-0.0
3,24,1.0,-0.0
3,24,2.0,-0.0
3,24,3.0,-0.0
3,24,4.0,-0.0
3,24,5.0,-0.0
3,24,6.0,-0.0
3,24,7.0,32.25
3,24,8.0,123.61
3,24,9.0,311.16
3,24,10.0,867.22
3,24,11.0,876.94
3,24,12.0,130.86
3,24,13.0,220.57
3,24,14.0,437.21
3,24,15.0,378.19
3,24,16.0,0.0
3,24,17.0,2.7
3,24,18.0,0.0
3,24,19.0,-0.0
3,24,20.0,-0.0
3,24,21.0,-0.0
3,24,22.0,-0.0
3,24,23.0,-0.0
3,25,0.0,-0.0
3,25,1.0,-0.0
3,25,2.0,-0.0
3,25,3.0,-0.0
3,25,4.0,-0.0
3,25,5.0,-0.0
3,25,6.0,-0.0
3,25,7.0,233.59
3,25,8.0,451.46
3,25,9.0,760.58
3,25,10.0,883.32
3,25,11.0,858.99
3,25,12.0,248.64
3,25,13.0,435.67
3,25,14.0,0.0
3,25,15.0,199.35
3,25,16.0,10.16
3,25,17.0,0.0
3,25,18.0,0.0
3,25,19.0,-0.0
3,25,20.0,-0.0
3,25,21.0,-0.0
3,25,22.0,-0.0
3,25,23.0,-0.0
3,26,0.0,-0.0
3,26,1.0,-0.0
3,26,2.0,-0.0
3,26,3.0,-0.0
3,26,4.0,-0.0
3,26,5.0,-0.0
3,26,6.0,-0.0
3,26,7.0,0.0
3,26,8.0,0.0
3,26,9.0,1.68
3,26,10.0,1.29
3,26,11.0,27.7
3,26,12.0,248.98
3,26,13.0,329.9
3,26,14.0,76.71
3,26,15.0,542.66
3,26,16.0,124.15
3,26,17.0,0.0
3,26,18.0,0.0
3,26,19.0,-0.0
3,26,20.0,-0.0
3,26,21.0,-0.0
3,26,22.0,-0.0
3,26,23.0,-0.0
3,27,0.0,-0.0
3,27,1.0,-0.0
3,27,2.0,-0.0
3,27,3.0,-0.0
3,27,4.0,-0.0
3,27,5.0,-0.0
3,27,6.0,-0.0
3,27,7.0,0.0
3,27,8.0,26.88
3,27,9.0,515.42
3,27,10.0,848.53
3,27,11.0,890.76
3,27,12.0,892.8
3,27,13.0,926.16
3,27,14.0,777.69
3,27,15.0,677.08
3,27,16.0,534.57
3,27,17.0,306.2
3,27,18.0,0.0
3,27,19.0,-0.0
3,27,20.0,-0.0
3,27,21.0,-0.0
3,27,22.0,-0.0
3,27,23.0,-0.0
3,28,0.0,-0.0
3,28,1.0,-0.0
3,28,2.0,-0.0
3,28,3.0,-0.0
3,28,4.0,-0.0
3,28,5.0,-0.0
3,28,6.0,-0.0
3,28,7.0,176.68
3,28,8.0,564.57
3,28,9.0,773.56
3,28,10.0,832.45
3,28,11.0,808.47
3,28,12.0,657.87
3,28,13.0,476.37
3,28,14.0,25.68
3,28,15.0,0.0
3,28,16.0,197.25
3,28,17.0,0.0
3,28,18.0,0.0
3,28,19.0,-0.0
3,28,20.0,-0.0
3,28,21.0,-0.0
3,28,22.0,-0.0
3,28,23.0,-0.0
3,29,0.0,-0.0
3,29,1.0,-0.0
3,29,2.0,-0.0
3,29,3.0,-0.0
3,29,4.0,-0.0
3,29,5.0,-0.0
3,29,6.0,-0.0
3,29,7.0,32.1
3,29,8.0,295.8
3,29,9.0,548.06
3,29,10.0,358.38
3,29,11.0,257.95
3,29,12.0,247.97
3,29,13.0,630.09
3,29,14.0,304.46
3,29,15.0,330.13
3,29,16.0,764.85
3,29,17.0,0.0
3,29,18.0,0.0
3,29,19.0,-0.0
3,29,20.0,-0.0
3,29,21.0,-0.0
3,29,22.0,-0.0
3,29,23.0,-0.0
3,30,0.0,-0.0
3,30,1.0,-0.0
3,30,2.0,-0.0
3,30,3.0,-0.0
3,30,4.0,-0.0
3,30,5.0,-0.0
3,30,6.0,-0.0
3,30,7.0,280.59
3,30,8.0,693.98
3,30,9.0,728.98
3,30,10.0,157.99
3,30,11.0,0.0
3,30,12.0,38.45
3,30,13.0,180.22
3,30,14.0,287.24
3,30,15.0,1.31
3,30,16.0,0.0
3,30,17.0,0.0
3,30,18.0,0.0
3,30,19.0,-0.0
3,30,20.0,-0.0
3,30,21.0,-0.0
3,30,22.0,-0.0
3,30,23.0,-0.0
3,31,0.0,-0.0
3,31,1.0,-0.0
3,31,2.0,-0.0
3,31,3.0,-0.0
3,31,4.0,-0.0
3,31,5.0,-0.0
3,31,6.0,-0.0
3,31,7.0,312.42
3,31,8.0,608.1
3,31,9.0,785.21
3,31,10.0,862.02
3,31,11.0,682.13
3,31,12.0,212.31
3,31,13.0,737.93
3,31,14.0,530.88
3,31,15.0,572.13
3,31,16.0,0.0
3,31,17.0,0.0
3,31,18.0,0.0
3,31,19.0,-0.0
3,31,20.0,-0.0
3,31,21.0,-0.0
3,31,22.0,-0.0
3,31,23.0,-0.0
4,1,0.0,-0.0
4,1,1.0,-0.0
4,1,2.0,-0.0
4,1,3.0,-0.0
4,1,4.0,-0.0
4,1,5.0,-0.0
4,1,6.0,-0.0
4,1,7.0,208.28
4,1,8.0,594.65
4,1,9.0,763.26
4,1,10.0,837.39
4,1,11.0,812.54
4,1,12.0,878.39
4,1,13.0,894.49
4,1,14.0,924.54
4,1,15.0,946.52
4,1,16.0,686.46
4,1,17.0,195.96
4,1,18.0,48.14
4,1,19.0,-0.0
4,1,20.0,-0.0
4,1,21.0,-0.0
4,1,22.0,-0.0
4,1,23.0,-0.0
4,2,0.0,-0.0
4,2,1.0,-0.0
4,2,2.0,-0.0
4,2,3.0,-0.0
4,2,4.0,-0.0
4,2,5.0,-0.0
4,2,6.0,-0.0
4,2,7.0,0.0
4,2,8.0,0.0
4,2,9.0,0.0
4,2,10.0,9.08
4,2,11.0,0.0
4,2,12.0,213.7
4,2,13.0,49.15
4,2,14.0,118.39
4,2,15.0,0.0
4,2,16.0,59.35
4,2,17.0,423.47
4,2,18.0,0.0
4,2,19.0,-0.0
4,2,20.0,-0.0
4,2,21.0,-0.0
4,2,22.0,-0.0
4,2,23.0,-0.0
4,3,0.0,-0.0
4,3,1.0,-0.0
4,3,2.0,-0.0
4,3,3.0,-0.0
4,3,4.0,-0.0
4,3,5.0,-0.0
4,3,6.0,-0.0
4,3,7.0,0.0
4,3,8.0,0.0
4,3,9.0,0.0
4,3,10.0,193.55
4,3,11.0,73.76
4,3,12.0,1.04
4,3,13.0,0.0
4,3,14.0,6.78
4,3,15.0,0.0
4,3,16.0,0.0
4,3,17.0,95.14
4,3,18.0,283.56
4,3,19.0,-0.0
4,3,20.0,-0.0
4,3,21.0,-0.0
4,3,22.0,-0.0
4,3,23.0,-0.0
